name,ra_deg,dec_deg,distance_mpc,method,status,inside_nominal_11mpc,exposure
UGC12894,0.09375,39.495555555555555,8.47,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeG18,161.72208333333336,12.744444444444444,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeG19,161.72833333333335,12.788055555555555,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK94,161.73875000000004,12.998333333333333,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeG21,161.75333333333333,12.959722222222222,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO088,161.84291666666667,14.070277777777777,7.73,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO318-013,161.92458333333335,-38.85416666666667,6.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3377,161.92666666666668,13.985555555555555,10.91,SBF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3379,161.95666666666665,12.581666666666667,11.12,SBF,indicator_candidate,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3384,162.0704166666667,12.629166666666666,11.38,SBF,indicator_candidate,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC05923,162.28166666666667,6.917222222222223,22.3,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
Willman1,162.3375,51.05,0.04,CMD,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO087,162.40208333333334,65.53055555555555,7.45,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeG22,162.40458333333333,11.351666666666667,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeG23,162.53791666666666,13.48361111111111,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC05944,162.57958333333335,13.271944444444445,11.07,SBF,indicator_candidate,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK96,162.61291666666668,12.360833333333334,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3412,162.72208333333336,13.412222222222223,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3413,162.83625,32.76638888888889,12.02,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeG26,162.83791666666667,12.849166666666667,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC205540,162.88083333333333,14.114722222222222,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKH65,162.99624999999997,28.3625,10.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC205544,163.02,15.030555555555557,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1052+3628,163.02291666666667,36.47666666666667,9.2,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC05983,163.07291666666669,36.593333333333334,9.2,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC202456,163.08125,11.043333333333333,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeG27,163.08375,14.70722222222222,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3432,163.12958333333336,36.61888888888889,9.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1052+3639,163.17000000000002,36.665,9.2,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG073,163.23791666666668,69.54583333333333,3.7,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeG28,163.25291666666666,10.379166666666666,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC06014,163.42791666666665,9.728055555555555,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LSBC D640-12,163.98791666666665,12.33888888888889,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LSBC D640-13,164.05833333333334,12.010277777777778,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HS1053+3624,164.16833333333335,36.14111111111111,9.2,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO215-009,164.37583333333333,-48.178888888888885,5.25,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VV747,164.44583333333333,36.26083333333333,9.2,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CGCG 095-078,164.50916666666666,19.505277777777778,7.37,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LSBC D640-14,164.54375,11.999166666666666,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC205278,164.71708333333333,14.129444444444445,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3489,165.0775,13.901111111111112,12.08,SBF,indicator_candidate,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeG33,165.18833333333333,14.172222222222222,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LSBC D640-08,165.21708333333333,13.880833333333333,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CGCG 066-109,166.11041666666665,11.755,10.4,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKSG20,166.16916666666665,0.058333333333333334,10.7,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MRK0036,166.24374999999998,29.139444444444443,8.02,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC06145,166.39583333333334,-1.863611111111111,10.7,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3521sat,166.41958333333335,0.12083333333333333,10.7,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3521,166.45250000000001,-0.035833333333333335,10.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKSG22,166.53208333333333,-1.448611111111111,10.7,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3556,167.87916666666666,55.67388888888889,9.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO092,168.35875000000001,53.595,9.9,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeoII,168.37166666666667,22.154722222222222,0.21,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3593,168.6495833333333,12.81861111111111,10.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC202256,168.68749999999997,12.647499999999999,11.0,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC2684,169.25416666666666,13.099722222222223,10.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3621,169.56708333333336,-32.81166666666666,6.7,Cep,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC215354,169.81625,14.290277777777778,10.42,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3627,170.0625,12.991388888888888,10.28,Cep,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC213436,170.6,12.979444444444445,10.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKH67,170.76458333333332,21.326944444444443,10.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC2787,170.82958333333332,13.629722222222222,10.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC2791,170.90666666666664,12.895833333333332,10.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC06456,172.0025,78.99138888888889,4.35,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG078,172.475,52.403888888888886,9.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeoV,172.79000000000002,2.22,0.18,CMD,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIPASS J1131-31,172.89666666666668,-31.672222222222224,6.7,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LeoIV,173.23749999999998,-0.5333333333333333,0.16,HB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
HIPASS J1133-32,173.29583333333335,-32.96194444444445,6.7,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC06541,173.37125,49.238055555555555,3.89,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3738,173.95250000000001,54.522777777777776,4.9,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3741,174.02666666666664,45.28527777777778,3.03,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO320-014,174.47250000000003,-39.220555555555556,6.08,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC06757,176.74625,61.335,2.73,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK109,176.79666666666668,43.67194444444444,4.51,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO097,177.23833333333334,23.837777777777777,13.74,BS,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKH73,177.52666666666667,55.78333333333333,9.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO099,177.72083333333333,38.88055555555555,2.64,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO379-007,178.67916666666667,-33.558055555555555,5.22,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC06881,178.68625,20.055555555555557,16.4,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MCG +05-28-046,178.84791666666666,28.34,7.45,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG082,178.91416666666666,31.519444444444442,16.6,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC3990,179.39833333333334,55.45861111111111,10.3,SBF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1157+5638,179.47583333333333,56.63805555555555,7.03,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1158+1535,179.66833333333335,15.592777777777778,6.27,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
BTS76,179.68375,27.584999999999997,5.57,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO572-034,179.74208333333334,-19.029999999999998,8.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KUG 1157+315,180.0675,31.224999999999998,23.2,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1203+4739,180.75,47.65416666666667,7.49,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1203+3257,180.79541666666668,32.95611111111111,7.55,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4068,181.01000000000002,52.58861111111111,4.31,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4080,181.2158333333333,26.9925,15.0,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO379-024,181.23625,-35.74305555555556,4.88,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC2992,181.31625,30.855555555555558,12.7,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KUG 1202+286,181.34708333333333,28.365555555555556,6.69,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1205+2813,181.39249999999998,28.23222222222222,6.74,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MAPS1206+31,181.64375,31.342499999999998,7.43,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1207+3133,181.95833333333334,31.552222222222223,7.37,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07131,182.29916666666665,30.906666666666666,16.8,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4136,182.32375,29.927500000000002,7.9,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MCG +06-27-017,182.485,36.43527777777778,4.83,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4144,182.49708333333334,46.45722222222223,7.24,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3023,182.50708333333333,14.366944444444444,7.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4150,182.64000000000001,30.401666666666664,13.74,SBF,indicator_candidate,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4163,183.03708333333333,36.169444444444444,2.94,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK127,183.34458333333333,29.921666666666667,17.3,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4190,183.43583333333333,36.63333333333333,2.82,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1213+2957,183.45166666666665,29.95888888888889,2.68,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ESO321-014,183.45666666666665,-38.231388888888894,3.18,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07242,183.53083333333333,66.09222222222222,5.42,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC0114,183.64666666666665,5.677222222222222,8.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG090,183.74124999999998,36.21888888888889,2.86,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC7257,183.7625,35.95861111111111,8.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4204,183.81,20.65861111111111,8.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07267,183.84833333333333,51.35,12.9,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07271,183.88916666666665,43.43416666666666,18.6,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4214,183.91208333333333,36.3275,2.94,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MCG +09-20-131,183.94458333333333,52.3875,4.59,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC0169,183.98416666666668,9.649166666666666,9.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3077,183.98458333333332,14.433055555555555,9.1,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07298,184.11916666666667,52.227222222222224,4.21,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4236,184.18041666666667,69.46555555555555,4.45,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1217+4703,184.29208333333332,47.06361111111111,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07320,184.36875,44.811388888888885,9.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4244,184.37458333333333,37.8075,4.49,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4242,184.37583333333333,45.61944444444445,7.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1217+3231,184.38333333333333,32.5325,5.93,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC7321,184.39166666666665,22.540277777777778,17.2,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKH78,184.43541666666667,33.34527777777778,4.7,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4248,184.45791666666668,47.409166666666664,7.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1218+4655,184.54625,46.91694444444444,6.54,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC229053,184.56458333333336,25.56833333333333,17.9,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG098,184.6225,28.645833333333332,9.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3104,184.69208333333336,-79.72611111111111,2.27,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4258,184.73958333333334,47.303888888888885,7.83,Cep,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK132,184.77708333333334,47.73083333333334,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG101,184.78791666666666,47.08972222222222,7.24,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK133,184.88666666666666,43.38638888888889,8.23,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK134,184.89083333333332,47.45166666666667,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
d1219+4705,184.9033333333333,47.0925,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC 779,184.91125,29.883333333333333,16.67,SBF,indicator_candidate,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC0381,184.97541666666666,6.6658333333333335,4.71,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
[KKH2011]S11,185.12541666666667,47.49027777777778,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4288,185.15875,46.291666666666664,8.05,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK136,185.16916666666668,47.00083333333333,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CVnHI,185.18083333333334,46.20916666666667,6.5,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KUG 1218+387,185.22875000000002,38.430277777777775,8.03,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
d1220+4649,185.22916666666669,46.82916666666667,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO120,185.3125,45.811388888888885,7.06,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG104,185.36624999999998,15.024444444444445,9.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KDG105,185.42916666666665,37.98722222222222,7.6,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC7427,185.47916666666666,35.05138888888889,9.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4308,185.48708333333332,30.074166666666667,14.0,txt,excluded_unmeasured_distance,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK138,185.4933333333333,28.24277777777778,6.3,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
GR34,185.53166666666667,15.799166666666666,8.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC0565,185.6604166666667,6.014444444444444,9.6,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK141,185.71958333333333,33.828611111111115,7.78,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3247,185.80833333333334,28.89388888888889,24.4,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
BTS132,185.9425,47.65888888888889,7.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3308,186.32458333333332,26.71472222222222,12.8,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK144,186.36624999999998,28.482499999999998,6.15,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07512,186.42208333333332,2.158888888888889,10.6,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
AGC749236,186.42666666666668,26.810000000000002,19.5,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
VCC0841,186.44583333333333,14.951944444444443,7.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4395,186.45749999999998,33.54611111111111,4.61,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO123,186.53375,58.322500000000005,10.5,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGCA281,186.5666666666667,48.49194444444444,5.68,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
IC3341,186.59750000000003,27.745555555555555,14.0,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
SBS 1224+533,186.7191666666667,53.10527777777778,5.35,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
ComaI,186.74583333333334,23.904166666666665,0.04,HB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO126,186.77125,37.1425,4.88,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO125,186.92416666666668,43.49388888888889,2.74,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07584,187.01208333333332,22.589444444444442,9.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KKH80,187.0225,22.290833333333335,7.43,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4449,187.04666666666668,44.09444444444445,4.21,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO127,187.11875,37.233333333333334,6.89,BS,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07596,187.14125,8.639722222222222,4.6,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07605,187.16250000000002,35.71805555555556,4.43,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4455,187.18375,22.822499999999998,8.4,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO129,187.18416666666667,43.22416666666667,8.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
LV J1228+4358,187.18708333333333,43.97166666666667,4.07,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4460,187.19083333333336,44.864444444444445,9.59,SBF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK149,187.21791666666667,42.17777777777778,8.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07639,187.4708333333333,47.53,7.14,SBF,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07636,187.50416666666666,7.929444444444445,5.2,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
KK151,187.59916666666666,42.90138888888889,6.56,h,excluded_redshift_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4485,187.63,41.7,5.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4490,187.65166666666667,41.64361111111111,5.8,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
CGCG 014-054,187.76583333333335,1.6758333333333333,9.6,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
MAPS1231+42,187.7875,42.094166666666666,5.8,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO131,187.99416666666667,29.709722222222222,8.1,mem,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC7678,188.00166666666667,39.831944444444446,6.9,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07690,188.11208333333335,42.70416666666667,11.2,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4517,188.18958333333333,0.115,9.7,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
UGC07699,188.2,37.62166666666667,14.5,TF,pending_calibration_or_membership,False,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
DDO133,188.22083333333333,31.539166666666667,4.85,TRGB,indicator_candidate,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
NGC4509,188.27833333333334,32.09166666666667,10.1,TF,pending_calibration_or_membership,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
BTS142,188.28083333333333,38.11611111111111,10.0,txt,excluded_unmeasured_distance,True,distance_and_position_viewed; no_velocity_requested; not_certified_fresh
